instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
1149697,4491,JCHAC,JOHNSON CONTROLS HITACHI,,,,0.1,1,EQ,NSE,NSE
1152769,4503,MPHASIS,MPHASIS,,,,0.1,1,EQ,NSE,NSE
1158401,4525,DYNAMATECH,DYNAMATIC TECHNOLOGIES,,,,0.5,1,EQ,NSE,NSE
1174273,4587,RAMCOIND,RAMCO INDUSTRIES,,,,0.05,1,EQ,NSE,NSE
1177089,4598,HERITGFOOD,HERITAGE FOODS,,,,0.05,1,EQ,NSE,NSE
1191937,4656,SBCL,SHIVALIK BIMETAL CON.,,,,0.05,1,EQ,NSE,NSE
1199105,4684,SONACOMS,SONA BLW PRECISION FRGS L,,,,0.05,1,EQ,NSE,NSE
1201409,4693,SHYAMMETL,SHYAM METALICS AND ENGY L,,,,0.05,1,EQ,NSE,NSE
1215233,4747,INDNIPPON,INDIA NIPPON ELECT ,,,,0.05,1,EQ,NSE,NSE
1215745,4749,CONCOR,CONTAINER CORP OF IND,,,,0.05,1,EQ,NSE,NSE
1216257,4751,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,,,,0.05,1,EQ,NSE,NSE
1226497,4791,RELINFRA-BE,RELIANCE INFRASTRUCTU,,,,0.05,1,EQ,NSE,NSE
1234433,4822,DODLA,DODLA DAIRY,,,,0.1,1,EQ,NSE,NSE
1240833,4847,KIMS,KRISHNA INST OF MED SCI L,,,,0.05,1,EQ,NSE,NSE
1252353,4892,SAREGAMA,SAREGAMA INDIA,,,,0.05,1,EQ,NSE,NSE
1253889,4898,FDC,FDC,,,,0.05,1,EQ,NSE,NSE
1270529,4963,ICICIBANK,ICICI BANK,,,,0.1,1,EQ,NSE,NSE
1277953,4992,SHARDACROP,SHARDA CROPCHEM,,,,0.05,1,EQ,NSE,NSE
1292545,5049,CLEAN,CLEAN SCIENCE & TECH,,,,0.1,1,EQ,NSE,NSE
1293825,5054,GRINFRA,G R INFRAPROJECTS,,,,0.1,1,EQ,NSE,NSE
1307649,5108,KPIGREEN,KPI GREEN ENERGY,,,,0.05,1,EQ,NSE,NSE
1309185,5114,SGIL,SYNERGY GREEN IND.,,,,0.05,1,EQ,NSE,NSE
1316353,5142,CIGNITITEC,CIGNITI TECHNOLOGIES,,,,0.1,1,EQ,NSE,NSE
1321473,5162,TATVA,TATVA CHIN PHARM CHEM,,,,0.05,1,EQ,NSE,NSE
1327617,5186,STYLAMIND,STYLAM INDUSTRIES,,,,0.1,1,EQ,NSE,NSE
1332225,5204,GMDCLTD,GUJARAT MINERAL DEV CORP,,,,0.05,1,EQ,NSE,NSE
1346049,5258,INDUSINDBK,INDUSIND BANK,,,,0.05,1,EQ,NSE,NSE
1347585,5264,PDSL,PDS,,,,0.05,1,EQ,NSE,NSE
1347841,5265,ALIVUS,ALIVUS LIFE SCIENCES,,,,0.1,1,EQ,NSE,NSE
1351425,5279,ROLEXRINGS,ROLEX RINGS,,,,0.1,1,EQ,NSE,NSE
1371905,5359,KRSNAA,KRSNAA DIAGNOSTICS,,,,0.05,1,EQ,NSE,NSE
1373697,5366,WINDLAS,WINDLAS BIOTECH,,,,0.05,1,EQ,NSE,NSE
1376769,5378,ASAHIINDIA,ASAHI INDIA GLASS,,,,0.05,1,EQ,NSE,NSE
1377793,5382,EPIGRAL,EPIGRAL,,,,0.1,1,EQ,NSE,NSE
1378561,5385,AAVAS,AAVAS FINANCIERS,,,,0.1,1,EQ,NSE,NSE
1384193,5407,CARTRADE,CARTRADE TECH,,,,0.1,1,EQ,NSE,NSE
1389057,5426,NUVOCO,NUVOCO VISTAS CORP,,,,0.05,1,EQ,NSE,NSE
1391361,5435,APTUS,APTUS VALUE HSG FIN I,,,,0.05,1,EQ,NSE,NSE
1394945,5449,CHEMPLASTS,CHEMPLAST SANMAR,,,,0.05,1,EQ,NSE,NSE
1401601,5475,GRSE,GARDEN REACH SHIP&ENG,,,,0.1,1,EQ,NSE,NSE
1408257,5501,YUKEN,YUKEN INDIA,,,,0.1,1,EQ,NSE,NSE
1427969,5578,ACUTAAS,ACUTAAS CHEMICALS,,,,0.1,1,EQ,NSE,NSE
1429761,5585,VIJAYA,VIJAYA DIAGNOSTIC CEN,,,,0.05,1,EQ,NSE,NSE
1436161,5610,ASTRAZEN,ASTRAZENECA PHARMA IND LT,,,,0.5,1,EQ,NSE,NSE
1439233,5622,ITDCEM,ITD CEMENTATION INDIA,,,,0.05,1,EQ,NSE,NSE
1471489,5748,CYIENT,CYIENT,,,,0.1,1,EQ,NSE,NSE
1472257,5751,SANSERA,SANSERA ENGINEERING,,,,0.1,1,EQ,NSE,NSE
1510401,5900,AXISBANK,AXIS BANK,,,,0.1,1,EQ,NSE,NSE
1513217,5911,PARAS,PARAS DEF AND SPCE TECH L,,,,0.1,1,EQ,NSE,NSE
1517057,5926,INTELLECT,INTELLECT DESIGN ARENA,,,,0.1,1,EQ,NSE,NSE
1520129,5938,MONTECARLO,MONTE CARLO FASHIONS,,,,0.05,1,EQ,NSE,NSE
1540353,6017,EVERESTIND-BE,EVEREST INDUSTRIES,,,,0.05,1,EQ,NSE,NSE
1540609,6018,ABSLAMC,ADIT BIRL SUN LIF AMC,,,,0.05,1,EQ,NSE,NSE
1552897,6066,ATGL,ADANI TOTAL GAS,,,,0.05,1,EQ,NSE,NSE
1568001,6125,GOODLUCK,GOODLUCK INDIA,,,,0.05,1,EQ,NSE,NSE
1577985,6164,BHAGCHEM,BHAGIRADHA CHEM & INDS L,,,,0.05,1,EQ,NSE,NSE
1607169,6278,MEDICAMEQ,MEDICAMEN BIOTECH,,,,0.05,1,EQ,NSE,NSE
1613313,6302,APOLSINHOT,APOLLO SINDOORI HOTEL,,,,0.1,1,EQ,NSE,NSE
1645569,6428,MANORG-BE,MANGALAM ORGANICS,,,,0.05,1,EQ,NSE,NSE
1647361,6435,AIRTELPP-E1,AIRTEL RS. 1.25 PPD UP,,,,0.05,1,EQ,NSE,NSE
1649921,6445,TECHNOE,TECHNO ELEC & ENG CO.,,,,0.1,1,EQ,NSE,NSE
1661185,6489,IRIS,IRIS BUSINESS SERV,,,,0.05,1,EQ,NSE,NSE
1675009,6543,GRPLTD,GRP,,,,0.1,1,EQ,NSE,NSE
1688577,6596,SONATSOFTW,SONATA SOFTWARE,,,,0.05,1,EQ,NSE,NSE
1700609,6643,SJS,SJS ENTERPRISES,,,,0.1,1,EQ,NSE,NSE
1703937,6656,POLICYBZR,PB FINTECH,,,,0.1,1,EQ,NSE,NSE
1716481,6705,PAYTM,ONE 97 COMMUNICATIONS,,,,0.05,1,EQ,NSE,NSE
1718529,6713,MOLDTKPAC,MOLD-TEK PACKAGING,,,,0.05,1,EQ,NSE,NSE
1719809,6718,SAPPHIRE,SAPPHIRE FOODS INDIA,,,,0.05,1,EQ,NSE,NSE
1723649,6733,JINDALSTEL,JINDAL STEEL & POWER,,,,0.05,1,EQ,NSE,NSE
1736193,6782,NIPPOBATRY,INDO-NATIONAL,,,,0.05,1,EQ,NSE,NSE
1741569,6803,STEELCAS,STEELCAST,,,,0.1,1,EQ,NSE,NSE
1745409,6818,LATENTVIEW,LATENT VIEW ANALYTICS,,,,0.05,1,EQ,NSE,NSE
1753089,6848,GREENLAM,GREENLAM INDUSTRIES,,,,0.05,1,EQ,NSE,NSE
1756929,6863,BAJAJHCARE,BAJAJ HEALTHCARE,,,,0.05,1,EQ,NSE,NSE
1768449,6908,VISHNU,VISHNU CHEMICALS,,,,0.05,1,EQ,NSE,NSE
1777409,6943,TARSONS,TARSONS PRODUCTS,,,,0.05,1,EQ,NSE,NSE
1777665,6944,GANECOS,GANESHA ECOSPHERE,,,,0.1,1,EQ,NSE,NSE
1782785,6964,GOCOLORS,GO FASHION INDIA,,,,0.05,1,EQ,NSE,NSE
1785089,6973,DMCC,DMCC SPECIALITY CHEMICALS,,,,0.05,1,EQ,NSE,NSE
1790465,6994,BSOFT,BIRLASOFT,,,,0.05,1,EQ,NSE,NSE
1796097,7016,SHIVALIK,SHIVALIK RASAYAN,,,,0.05,1,EQ,NSE,NSE
1799681,7030,ASIANENE,ASIAN ENERGY SERVICES,,,,0.05,1,EQ,NSE,NSE
1804289,7048,HESTERBIO,HESTER BIOSCIENCES,,,,0.1,1,EQ,NSE,NSE
1805569,7053,ACCELYA,ACCELYA SOLN INDIA,,,,0.1,1,EQ,NSE,NSE
1813249,7083,STARHEALTH,STAR HEALTH & AL INS CO L,,,,0.05,1,EQ,NSE,NSE
1816065,7094,SEJALLTD-BE,SEJAL GLASS,,,,0.05,1,EQ,NSE,NSE
1818881,7105,TEGA,TEGA INDUSTRIES,,,,0.1,1,EQ,NSE,NSE
1827329,7138,ZODIAC-BE,ZODIAC ENERGY,,,,0.05,1,EQ,NSE,NSE
1829121,7145,ANANDRATHI,ANAND RATHI WEALTH,,,,0.1,1,EQ,NSE,NSE
1837313,7177,RATEGAIN,RATEGAIN TRAVEL TECHN,,,,0.05,1,EQ,NSE,NSE
1850113,7227,MAPMYINDIA,C.E. INFO SYSTEMS,,,,0.1,1,EQ,NSE,NSE
1850625,7229,HCLTECH,HCL TECHNOLOGIES,,,,0.1,1,EQ,NSE,NSE
1853953,7242,METROBRAND,METRO BRANDS,,,,0.1,1,EQ,NSE,NSE
1857025,7254,MEDPLUS,MEDPLUS HEALTH SERV,,,,0.05,1,EQ,NSE,NSE
1883649,7358,DATAPATTNS,DATA PATTERNS INDIA,,,,0.1,1,EQ,NSE,NSE
1887745,7374,STAR,STRIDES PHARMA SCI,,,,0.05,1,EQ,NSE,NSE
1891841,7390,SUPRIYA,SUPRIYA LIFESCIENCE,,,,0.05,1,EQ,NSE,NSE
1895937,7406,GLENMARK,GLENMARK PHARMACEUTICALS,,,,0.1,1,EQ,NSE,NSE
1921537,7506,WOCKPHARMA,WOCKHARDT,,,,0.1,1,EQ,NSE,NSE
1922049,7508,ZENTEC,ZEN TECHNOLOGIES,,,,0.1,1,EQ,NSE,NSE
1933569,7553,NRBBEARING,NRB BEARING,,,,0.05,1,EQ,NSE,NSE
1946369,7603,CMSINFO,CMS INFO SYSTEMS,,,,0.05,1,EQ,NSE,NSE
1965825,7679,MONARCH,MONARCH NETWORTH CAP,,,,0.05,1,EQ,NSE,NSE
1991681,7780,BCONCEPTS,BRAND CONCEPTS,,,,0.05,1,EQ,NSE,NSE
2010369,7853,BIL-BE,BHARTIYA INETRNATIONAL LT,,,,0.05,1,EQ,NSE,NSE
2012673,7862,GEPIL,GE POWER INDIA,,,,0.05,1,EQ,NSE,NSE
2014465,7869,RAMCOSYS-BE,RAMCO SYSTEMS,,,,0.05,1,EQ,NSE,NSE
2029825,7929,ZYDUSLIFE,ZYDUS LIFESCIENCES,,,,0.05,1,EQ,NSE,NSE
2031617,7936,AVANTIFEED,AVANTI FEEDS,,,,0.05,1,EQ,NSE,NSE
2039041,7965,MALLCOM,MALLCOM (INDIA),,,,0.1,1,EQ,NSE,NSE
2043393,7982,GRWRHITECH,GARWARE HI-TECH FILMS,,,,0.1,1,EQ,NSE,NSE
2060801,8050,MAHLIFE,MAHINDRA LIFESPACE DEVLTD,,,,0.05,1,EQ,NSE,NSE
2067201,8075,DALBHARAT,DALMIA BHARAT,,,,0.1,1,EQ,NSE,NSE
2076161,8110,AWL,AWL AGRI BUSINESS,,,,0.05,1,EQ,NSE,NSE
2078465,8119,RPSGVENT,RPSG VENTURES,,,,0.05,1,EQ,NSE,NSE
2079745,8124,AJANTPHARM,AJANTA PHARMA,,,,0.1,1,EQ,NSE,NSE
2087169,8153,MEGASTAR,MEGASTAR FOODS,,,,0.05,1,EQ,NSE,NSE
2089985,8164,BBOX-BE,BLACK BOX,,,,0.05,1,EQ,NSE,NSE
2090753,8167,MANYAVAR,VEDANT FASHIONS,,,,0.05,1,EQ,NSE,NSE
2116097,8266,SOFTTECH,SOFTTECH ENGINEERS,,,,0.05,1,EQ,NSE,NSE
2127617,8311,BLUESTARCO,BLUE STAR,,,,0.1,1,EQ,NSE,NSE
2170625,8479,TVSMOTOR,TVS MOTOR COMPANY ,,,,0.1,1,EQ,NSE,NSE
2187777,8546,CHALET,CHALET HOTELS,,,,0.05,1,EQ,NSE,NSE
2193409,8568,HITECHGEAR-BE,THE HI-TECH GEARS,,,,0.05,1,EQ,NSE,NSE
2226177,8696,VRLLOG,VRL LOGISTICS,,,,0.05,1,EQ,NSE,NSE
2234113,8727,SHAILY,SHAILY ENG PLASTICS,,,,0.1,1,EQ,NSE,NSE
2235649,8733,S&SPOWER-BE,S&S POWER SWITCHGEARS,,,,0.05,1,EQ,NSE,NSE
2248705,8784,KABRAEXTRU-BE,KABRAEXTRUSION,,,,0.05,1,EQ,NSE,NSE
2259201,8825,PRIVISCL,PRIVI SPECIALITY CHE,,,,0.1,1,EQ,NSE,NSE
2263041,8840,USHAMART,USHA MARTIN,,,,0.05,1,EQ,NSE,NSE
2269697,8866,CHOICEIN,CHOICE INTERNATIONAL,,,,0.05,1,EQ,NSE,NSE
2287873,8937,E2E,E2E NETWORKS,,,,0.1,1,EQ,NSE,NSE
2289665,8944,RITCO,RITCO LOGISTICS,,,,0.05,1,EQ,NSE,NSE
2291969,8953,ELDEHSG,ELDECO HSG & IND,,,,0.05,1,EQ,NSE,NSE
2295809,8968,HARIOMPIPE,HARIOM PIPE INDUSTRIES L,,,,0.05,1,EQ,NSE,NSE
2307585,9014,ANUP,THE ANUP ENGINEERING,,,,0.1,1,EQ,NSE,NSE
2316545,9049,ROTO,ROTO PUMPS,,,,0.05,1,EQ,NSE,NSE
2326273,9087,PIXTRANS,PIX TRANSMISSIONS,,,,0.1,1,EQ,NSE,NSE
2332417,9111,ARVINDFASN,ARVIND FASHIONS,,,,0.05,1,EQ,NSE,NSE
2333953,9117,TIPSMUSIC,TIPS MUSIC,,,,0.05,1,EQ,NSE,NSE
2371585,9264,ARROWGREEN-BE,ARROW GREENTECH,,,,0.05,1,EQ,NSE,NSE
2380801,9300,IFBAGRO-BE,IFB AGRO INDUSTRIES,,,,0.05,1,EQ,NSE,NSE
2382081,9305,STARTECK,STARTECK FINANCE,,,,0.05,1,EQ,NSE,NSE
2394625,9354,TAJGVK,TAJ GVK HOTELS & RESORTS,,,,0.05,1,EQ,NSE,NSE
2395137,9356,MSTCLTD,MSTC,,,,0.05,1,EQ,NSE,NSE
2396673,9362,CAMPUS,CAMPUS ACTIVEWEAR,,,,0.05,1,EQ,NSE,NSE
2399489,9373,LIBERTSHOE-BE,LIBERTYSHOESLTD,,,,0.05,1,EQ,NSE,NSE
2402561,9385,PNCINFRA,PNC INFRATECH,,,,0.05,1,EQ,NSE,NSE
2408449,9408,RAINBOW,RAINBOW CHILDRENS MED,,,,0.1,1,EQ,NSE,NSE
2412033,9422,SILVERTUC,SILVER TOUCH TECHNO,,,,0.05,1,EQ,NSE,NSE
2413569,9428,SKIPPER,SKIPPER,,,,0.05,1,EQ,NSE,NSE
2416641,9440,AXISCADES-BE,AXISCADES TECH,,,,0.1,1,EQ,NSE,NSE
2426881,9480,LICI,LIFE INSURA CORP OF INDIA,,,,0.05,1,EQ,NSE,NSE
2433281,9505,KEYFINSERV-BE,KEYNOTE FIN SERV,,,,0.05,1,EQ,NSE,NSE
2441985,9539,SAKAR,SAKAR HEALTHCARE,,,,0.05,1,EQ,NSE,NSE
2445313,9552,RVNL,RAIL VIKAS NIGAM,,,,0.05,1,EQ,NSE,NSE
2445569,9553,PRUDENT,PRUDENT CORP ADV SER,,,,0.1,1,EQ,NSE,NSE
2452737,9581,METROPOLIS,METROPOLIS HEALTHCARE,,,,0.1,1,EQ,NSE,NSE
2455041,9590,POLYCAB,POLYCAB INDIA,,,,0.5,1,EQ,NSE,NSE
2455553,9592,VENUSPIPES,VENUS PIPES & TUBES,,,,0.1,1,EQ,NSE,NSE
2457345,9599,DELHIVERY,DELHIVERY,,,,0.05,1,EQ,NSE,NSE
2461953,9617,SPLPETRO,SUPREME PETROCHEM,,,,0.05,1,EQ,NSE,NSE
2475009,9668,HIKAL,HIKAL,,,,0.05,1,EQ,NSE,NSE
2478849,9683,KPITTECH,KPIT TECHNOLOGIES,,,,0.1,1,EQ,NSE,NSE
2496001,9750,ETHOSLTD,ETHOS,,,,0.1,1,EQ,NSE,NSE
2497537,9756,EMUDHRA,EMUDHRA,,,,0.05,1,EQ,NSE,NSE
2509313,9802,TIL-BE,TIL,,,,0.05,1,EQ,NSE,NSE
2511361,9810,AETHER,AETHER INDUSTRIES,,,,0.05,1,EQ,NSE,NSE
2513665,9819,HAVELLS,HAVELLS INDIA,,,,0.1,1,EQ,NSE,NSE
2529025,9879,CHEVIOT,CHEVIOT COMPANY,,,,0.1,1,EQ,NSE,NSE
2538753,9917,NEOGEN,NEOGEN CHEMICALS,,,,0.1,1,EQ,NSE,NSE
2585345,10099,GODREJCP,GODREJ CONSUMER PRODUCTS,,,,0.1,1,EQ,NSE,NSE
2615553,10217,ADANIENSOL,ADANI ENERGY SOLUTION,,,,0.05,1,EQ,NSE,NSE
2618113,10227,MANORAMA,MANORAMA INDUSTRIES,,,,0.1,1,EQ,NSE,NSE
2622209,10243,SYNGENE,SYNGENE INTERNATIONAL,,,,0.05,1,EQ,NSE,NSE
2632193,10282,KAYA-BE,KAYA,,,,0.05,1,EQ,NSE,NSE
2633473,10287,NGLFINE-BE,NGL FINE CHEM,,,,0.1,1,EQ,NSE,NSE
2636033,10297,PPL,PRAKASH PIPES,,,,0.05,1,EQ,NSE,NSE
2641409,10318,PKTEA-BE,THE P K TEA PROD CO,,,,0.05,1,EQ,NSE,NSE
2649601,10350,CSLFINANCE,CSL FINANCE,,,,0.05,1,EQ,NSE,NSE
2666241,10415,MUTHOOTCAP,MUTHOOT CAP SERV,,,,0.05,1,EQ,NSE,NSE
2666753,10417,DYCL,DYNAMIC CABLES,,,,0.05,1,EQ,NSE,NSE
2672641,10440,LUPIN,LUPIN,,,,0.1,1,EQ,NSE,NSE
2674433,10447,UNITDSPR,UNITED SPIRITS,,,,0.1,1,EQ,NSE,NSE
2676993,10457,ARVSMART,ARVIND SMARTSPACES,,,,0.05,1,EQ,NSE,NSE
2681089,10473,POWERMECH,POWER MECH PROJECTS,,,,0.1,1,EQ,NSE,NSE
2684161,10485,RAMRAT,RAM RATNA WIRES,,,,0.05,1,EQ,NSE,NSE
2695681,10530,SHARDAMOTR,SHARDA MOTOR INDS,,,,0.1,1,EQ,NSE,NSE
2707713,10577,KRBL,KRBL,,,,0.05,1,EQ,NSE,NSE
2707969,10578,MPSLTD,MPS,,,,0.1,1,EQ,NSE,NSE
2708225,10579,MARKSANS,MARKSANS PHARMA,,,,0.05,1,EQ,NSE,NSE
2708481,10580,TCI,TRANSPORT CORPN OF INDIA,,,,0.1,1,EQ,NSE,NSE
2710529,10588,SHREEPUSHK,SHRE PUSH CHEM & FERT,,,,0.05,1,EQ,NSE,NSE
2711041,10590,LOYALTEX,LOYAL TEXTILE MILLS,,,,0.05,1,EQ,NSE,NSE
2713345,10599,GUJGASLTD,GUJARAT GAS,,,,0.05,1,EQ,NSE,NSE
2714625,10604,BHARTIARTL,BHARTI AIRTEL,,,,0.1,1,EQ,NSE,NSE
2722305,10634,ASAL,AUTOMOTIVE STAMPINGS & AS,,,,0.05,1,EQ,NSE,NSE
2723073,10637,OLECTRA,OLECTRA GREENTECH,,,,0.1,1,EQ,NSE,NSE
2729217,10661,PONNIERODE,PONNIE SUGARS (ERODE),,,,0.05,1,EQ,NSE,NSE
2745857,10726,INDIAMART,INDIAMART INTERMESH,,,,0.1,1,EQ,NSE,NSE
2748929,10738,OFSS,ORACLE FIN SERV SOFT,,,,0.5,1,EQ,NSE,NSE
2756609,10768,OAL,ORIENTAL AROMATICS,,,,0.05,1,EQ,NSE,NSE
2762497,10791,NUCLEUS,NUCLEUS SOFTWARE EXPORTS,,,,0.1,1,EQ,NSE,NSE
2763009,10793,SYRMA,SYRMA SGS TECHNOLOGY,,,,0.05,1,EQ,NSE,NSE
2779905,10859,DREAMFOLKS,DREAMFOLKS SERVICES,,,,0.05,1,EQ,NSE,NSE
2782977,10871,GRMOVER,GRM OVERSEAS,,,,0.05,1,EQ,NSE,NSE
2791681,10905,GENESYS,GENESYS INTL CORPN,,,,0.05,1,EQ,NSE,NSE
2796801,10925,GODREJIND,GODREJ INDUSTRIES,,,,0.1,1,EQ,NSE,NSE
2800641,10940,DIVISLAB,DIVI S LABORATORIES,,,,0.5,1,EQ,NSE,NSE
2801921,10945,TMB,TAMILNAD MERCA BANK,,,,0.05,1,EQ,NSE,NSE
2813441,10990,RADICO,RADICO KHAITAN,,,,0.1,1,EQ,NSE,NSE
2815745,10999,MARUTI,MARUTI SUZUKI INDIA,,,,1,1,EQ,NSE,NSE
2822913,11027,INFOBEAN,INFOBEANS TECHNO.,,,,0.05,1,EQ,NSE,NSE
2828801,11050,SIRCA,SIRCA PAINT INDIA,,,,0.05,1,EQ,NSE,NSE
2831361,11060,KSOLVES,KSOLVES INDIA,,,,0.05,1,EQ,NSE,NSE
2855681,11155,CREATIVE,CREATIVE NEWTECH,,,,0.05,1,EQ,NSE,NSE
2857473,11162,HARSHA,HARSHA ENGINEERS INT,,,,0.05,1,EQ,NSE,NSE
2865921,11195,INDIGO,INTERGLOBE AVIATION,,,,0.5,1,EQ,NSE,NSE
2876417,11236,JSL,JINDAL STAINLESS,,,,0.05,1,EQ,NSE,NSE
2877185,11239,NSIL,NALWA SONS INVESTMENT,,,,0.5,1,EQ,NSE,NSE
2885377,11271,DREDGECORP,DREDGING CORP OF INDIA,,,,0.05,1,EQ,NSE,NSE
2889473,11287,UPL,UPL,,,,0.05,1,EQ,NSE,NSE
2893057,11301,LUXIND,LUX INDUSTRIES,,,,0.1,1,EQ,NSE,NSE
2903809,11343,AFFLE,AFFLE 3I,,,,0.1,1,EQ,NSE,NSE
2905857,11351,PETRONET,PETRONET LNG,,,,0.05,1,EQ,NSE,NSE
2909185,11364,VAIBHAVGBL,VAIBHAV GLOBAL,,,,0.05,1,EQ,NSE,NSE
2910465,11369,TTKHLTCARE,TTK HEALTHCARE,,,,0.1,1,EQ,NSE,NSE
2911489,11373,BIOCON,BIOCON,,,,0.05,1,EQ,NSE,NSE
2911745,11374,TIPSFILMS,TIPS FILMS,,,,0.05,1,EQ,NSE,NSE
2916865,11394,ZOTA,ZOTA HEALTH CARE,,,,0.05,1,EQ,NSE,NSE
2918145,11399,SALZERELEC,SALZER ELECTRONICS,,,,0.05,1,EQ,NSE,NSE
2919169,11403,POONAWALLA,POONAWALLA FINCORP,,,,0.05,1,EQ,NSE,NSE
2920193,11407,XPROINDIA,XPRO INDIA,,,,0.1,1,EQ,NSE,NSE
2921217,11411,RKFORGE,RAMKRISHNA FORGINGS,,,,0.05,1,EQ,NSE,NSE
2924289,11423,DATAMATICS,DATAMATICS GLOBAL SER,,,,0.05,1,EQ,NSE,NSE
2927361,11435,SPANDANA,SPANDANA SPHOORTY FIN,,,,0.05,1,EQ,NSE,NSE
2929921,11445,PILANIINVS,PILANI INV & IND COR,,,,0.1,1,EQ,NSE,NSE
2931713,11452,CCL,CCL PRODUCTS (I),,,,0.05,1,EQ,NSE,NSE
2936577,11471,EXCELINDUS,EXCEL INDUSTRIES,,,,0.1,1,EQ,NSE,NSE
2939649,11483,LT,LARSEN & TOUBRO,,,,0.1,1,EQ,NSE,NSE
2941697,11491,APARINDS,APAR INDUSTRIES,,,,0.5,1,EQ,NSE,NSE
2952193,11532,ULTRACEMCO,ULTRATECH CEMENT,,,,1,1,EQ,NSE,NSE
2953217,11536,TCS,TATA CONSULTANCY SERV LT,,,,0.1,1,EQ,NSE,NSE
2955009,11543,COFORGE,COFORGE,,,,0.5,1,EQ,NSE,NSE
2960897,11566,DCI,DC INFOTECH AND COMUN,,,,0.05,1,EQ,NSE,NSE
2962689,11573,FORCEMOT,FORCE MOTORS,,,,1,1,EQ,NSE,NSE
2964481,11580,WESTLIFE,WESTLIFE FOODWORLD,,,,0.05,1,EQ,NSE,NSE
2968577,11596,LINCOLN,LINCOLN PHARMA,,,,0.05,1,EQ,NSE,NSE
2971137,11606,GUFICBIO,GUFIC BIOSCIENCES,,,,0.05,1,EQ,NSE,NSE
2974209,11618,ASTRAMICRO,ASTRA MICROWAVE,,,,0.1,1,EQ,NSE,NSE
2976257,11626,WELENT,WELSPUN ENTERPRISES,,,,0.05,1,EQ,NSE,NSE
2977281,11630,NTPC,NTPC,,,,0.05,1,EQ,NSE,NSE
2983425,11654,LALPATHLAB,DR. LAL PATH LABS,,,,0.1,1,EQ,NSE,NSE
2983681,11655,JBMA,JBM AUTO,,,,0.05,1,EQ,NSE,NSE
2989313,11677,INDOCO,INDOCO REMEDIES,,,,0.05,1,EQ,NSE,NSE
2992385,11689,SUPRAJIT,SUPRAJIT ENGINEERING,,,,0.05,1,EQ,NSE,NSE
2995969,11703,ALKEM,ALKEM LABORATORIES,,,,0.5,1,EQ,NSE,NSE
3001089,11723,JSWSTEEL,JSW STEEL,,,,0.05,1,EQ,NSE,NSE
3006465,11744,JINDALPHOT-BE,JINDAL PHOTO,,,,0.05,1,EQ,NSE,NSE
3015169,11778,GOKEX,GOKALDAS EXPORTS,,,,0.05,1,EQ,NSE,NSE
3016193,11782,EVEREADY,EVEREADY INDS. IND. ,,,,0.05,1,EQ,NSE,NSE
3020289,11798,ALLDIGI,ALLDIGI TECH,,,,0.05,1,EQ,NSE,NSE
3023105,11809,IIFL,IIFL FINANCE,,,,0.05,1,EQ,NSE,NSE
3024129,11813,SHOPERSTOP,SHOPPERS STOP,,,,0.05,1,EQ,NSE,NSE
3026177,11821,WELCORP,WELSPUN CORP,,,,0.05,1,EQ,NSE,NSE
3031041,11840,NH,NARAYANA HRUDAYALAYA,,,,0.1,1,EQ,NSE,NSE
3036161,11860,JKPAPER,JK PAPER,,,,0.05,1,EQ,NSE,NSE
3038209,11868,63MOONS,63 MOONS TECHNOLOGIES,,,,0.05,1,EQ,NSE,NSE
3039233,11872,GRANULES,GRANULES INDIA,,,,0.05,1,EQ,NSE,NSE
3042049,11883,JSWHL-BE,JSW HOLDINGS,,,,5,1,EQ,NSE,NSE
3042305,11884,MANINDS,MAN INDUSTRIES (I),,,,0.05,1,EQ,NSE,NSE
3044353,11892,VHL,VARDHMAN HOLDINGS,,,,0.1,1,EQ,NSE,NSE
3045121,11895,DCXINDIA,DCX SYSTEMS,,,,0.05,1,EQ,NSE,NSE
3047681,11905,GENUSPOWER,GENUS POWER INFRASTRU,,,,0.05,1,EQ,NSE,NSE
3049473,11912,SWELECTES-BE,SWELECT ENERGY SYS,,,,0.05,1,EQ,NSE,NSE
3060737,11956,MEDANTA,GLOBAL HEALTH,,,,0.1,1,EQ,NSE,NSE
3062017,11961,SEMAC,SEMAC CONSULTANTS,,,,0.05,1,EQ,NSE,NSE
3063297,11966,BIKAJI,BIKAJI FOODS INTERN,,,,0.05,1,EQ,NSE,NSE
3064577,11971,GOLDIAM,GOLDIAM INTERNATIONAL,,,,0.05,1,EQ,NSE,NSE
3065601,11975,RML,RANE (MADRAS),,,,0.05,1,EQ,NSE,NSE
3067649,11983,SASKEN,SASKEN TECHNOLOGIES,,,,0.1,1,EQ,NSE,NSE
3068673,11987,ICIL,INDO COUNT INDUSTRIES,,,,0.05,1,EQ,NSE,NSE
3072001,12000,FAZE3Q,FAZE THREE,,,,0.05,1,EQ,NSE,NSE
3074305,12009,IMPAL,IND MOTOR PART & ACC,,,,0.1,1,EQ,NSE,NSE
3077633,12022,AURIONPRO,AURIONPRO SOLN,,,,0.1,1,EQ,NSE,NSE
3078145,12024,ACI,ARCHEAN CHEMICAL IND,,,,0.05,1,EQ,NSE,NSE
